0.3103520000,0.5513530000,0.3302330000,0.6999990000,0.4512010000,0.0012147900,0.5153020000,0.2472040000,0.0862827000,0.2945010000,0.9817310000,0.8555540000,0.2218550000,0.5734230000,0.2177690000,0.5024100000,0.3367160000,0.5502970000,1.0000000000
0.7548230000,0.3428570000,0.9887810000,0.5300470000,0.5039400000,0.6683530000,0.1430710000,0.2835410000,0.4835850000,0.3055060000,0.7206370000,0.7048980000,0.8204910000,0.1098700000,0.1143700000,0.9656980000,0.6581890000,0.7635380000,1.0000000000
0.8705790000,0.4546740000,0.8942700000,0.0118552000,0.2826400000,0.9430050000,0.5554070000,0.4110430000,0.8756750000,0.4838470000,0.2073310000,0.0156654000,0.5473600000,0.1197950000,0.4364380000,0.4087880000,0.8537620000,0.0207637000,1.0000000000
0.7390090000,0.8811790000,0.3919040000,0.0559150000,0.1166620000,0.0188907000,0.2481310000,0.6725780000,0.1694970000,0.5067240000,0.5080830000,0.5058900000,0.8054690000,0.5516270000,0.1480830000,0.3420340000,0.1198060000,0.9171620000,0.0000000000
0.7678140000,0.8626660000,0.0958281000,0.0954277000,0.5108330000,0.2037560000,0.7897350000,0.7940240000,0.1198170000,0.9441590000,0.2595820000,0.2753180000,0.7716150000,0.7468670000,0.4081340000,0.9378590000,0.1790990000,0.7752960000,0.0000000000
0.5322540000,0.2651670000,0.1568480000,0.6381890000,0.8958530000,0.4641510000,0.2193350000,0.7890610000,0.7972450000,0.5102430000,0.5217270000,0.8780880000,0.2773590000,0.4257380000,0.2614680000,0.8803270000,0.3769630000,0.0395402000,1.0000000000
0.0516204000,0.3109130000,0.9092930000,0.7191170000,0.4331670000,0.9971420000,0.2313820000,0.7715890000,0.5930690000,0.1091390000,0.2151170000,0.0518193000,0.2935260000,0.7518450000,0.9224810000,0.6065730000,0.3182090000,0.7188540000,1.0000000000
0.0309362000,0.9895370000,0.6048570000,0.0759462000,0.4451460000,0.7623070000,0.1520260000,0.3466320000,0.5912740000,0.7065630000,0.1378140000,0.0509169000,0.6894760000,0.1103580000,0.3855280000,0.4765560000,0.4243750000,0.8145220000,1.0000000000
0.5385580000,0.4124790000,0.7652680000,0.7759080000,0.4566380000,0.5153340000,0.1151240000,0.6474290000,0.6165290000,0.9922910000,0.1648270000,0.9117130000,0.0231361000,0.0164557000,0.9112780000,0.9401070000,0.2397110000,0.4113330000,1.0000000000
0.4538130000,0.5825110000,0.1993680000,0.3127360000,0.7177420000,0.1943830000,0.1278800000,0.9746180000,0.0145204000,0.3612890000,0.4455170000,0.8012770000,0.7961970000,0.2736950000,0.9880260000,0.4452510000,0.4544930000,0.1050270000,1.0000000000
0.5457340000,0.2078170000,0.3539300000,0.4771630000,0.9271250000,0.3932860000,0.8132370000,0.7596580000,0.3860560000,0.0699478000,0.7211300000,0.5876410000,0.6981300000,0.0102106000,0.1321050000,0.0106689000,0.1341060000,0.4057860000,1.0000000000
0.1015550000,0.4990050000,0.8514650000,0.1592010000,0.2762160000,0.0628956000,0.1870860000,0.8362620000,0.9777190000,0.2733510000,0.6107310000,0.8864590000,0.1972160000,0.3495750000,0.6594080000,0.0008906580,0.9694180000,0.3453410000,1.0000000000
0.1454860000,0.3178740000,0.3796030000,0.1547230000,0.5720460000,0.2127960000,0.4571510000,0.0850219000,0.8870670000,0.4008040000,0.4279830000,0.1541200000,0.0526576000,0.0275543000,0.1672710000,0.9206430000,0.5865500000,0.6604920000,1.0000000000
0.2620460000,0.0650321000,0.4471140000,0.4962470000,0.1757220000,0.7210240000,0.3918700000,0.9696900000,0.1050870000,0.1133050000,0.9412730000,0.2227610000,0.3790130000,0.2252860000,0.8394000000,0.0579760000,0.4650030000,0.2788770000,1.0000000000
0.0086408000,0.4325230000,0.9982630000,0.1101700000,0.6710090000,0.1708080000,0.2076690000,0.7030760000,0.6111800000,0.6326720000,0.9483080000,0.6690690000,0.9201490000,0.2708590000,0.0482594000,0.8261940000,0.7378050000,0.7334190000,1.0000000000
0.5617780000,0.9593240000,0.0353777000,0.2261620000,0.2807740000,0.5805130000,0.9856930000,0.6137490000,0.2266610000,0.5031580000,0.5655750000,0.7895640000,0.7176200000,0.4129610000,0.3607620000,0.5022120000,0.0419727000,0.8439210000,0.0000000000
0.1736740000,0.5502040000,0.3687290000,0.0838282000,0.7223880000,0.0617377000,0.6727750000,0.4936640000,0.2296070000,0.9715790000,0.3150480000,0.2269120000,0.2023760000,0.1889900000,0.5320810000,0.7832360000,0.2895650000,0.6075740000,1.0000000000
0.7710280000,0.6821090000,0.9415470000,0.3460630000,0.5751970000,0.4143060000,0.9922760000,0.4137680000,0.7750610000,0.5133460000,0.2047460000,0.9857620000,0.8523680000,0.8851260000,0.0911555000,0.6266710000,0.5097490000,0.4484220000,1.0000000000
0.4303240000,0.2556010000,0.7630580000,0.2084710000,0.9593910000,0.4661390000,0.2763200000,0.1731400000,0.5781530000,0.0257772000,0.4322280000,0.2505520000,0.6496230000,0.8054390000,0.4195010000,0.2418520000,0.6165250000,0.8306430000,1.0000000000
0.4062500000,0.5131990000,0.0618116000,0.6358370000,0.8447980000,0.4415020000,0.1919260000,0.4875460000,0.3585340000,0.5515430000,0.7438770000,0.3123490000,0.6502230000,0.5222610000,0.0435448000,0.3766600000,0.2800980000,0.1322830000,1.0000000000
0.4276460000,0.8329280000,0.5765350000,0.8428360000,0.1153350000,0.5198930000,0.6075640000,0.5704100000,0.0507628000,0.9206080000,0.4256150000,0.7234670000,0.6658650000,0.8492590000,0.0428459000,0.8740120000,0.2293940000,0.0164125000,1.0000000000
0.0869209000,0.5701110000,0.8133670000,0.1139960000,0.5711160000,0.7219160000,0.8547200000,0.4655940000,0.0726644000,0.2167510000,0.5810200000,0.0731806000,0.9697620000,0.3370960000,0.9087160000,0.8370530000,0.7924220000,0.7220530000,1.0000000000
0.4073520000,0.2625370000,0.5471130000,0.5635030000,0.9681810000,0.4941370000,0.9779890000,0.5793480000,0.9194230000,0.5797860000,0.9257510000,0.9748520000,0.6476560000,0.0119239000,0.4526170000,0.4280810000,0.9227350000,0.3874520000,1.0000000000
0.2905910000,0.4660870000,0.2143780000,0.4506250000,0.5243720000,0.3962430000,0.3309210000,0.8615280000,0.8244710000,0.3133690000,0.9028750000,0.4933530000,0.7993740000,0.2212270000,0.9576150000,0.8444400000,0.4189550000,0.5852930000,1.0000000000
0.0108278000,0.2320870000,0.4737960000,0.0019721500,0.9877130000,0.6647310000,0.5882540000,0.2905500000,0.2053940000,0.2409550000,0.3169820000,0.1415770000,0.9294500000,0.5994140000,0.5952170000,0.9069110000,0.5806930000,0.1610660000,1.0000000000
0.1437180000,0.5733670000,0.6540920000,0.6293290000,0.7565880000,0.8405700000,0.3518170000,0.6104230000,0.8356970000,0.1706280000,0.9571970000,0.4587250000,0.1207970000,0.8171730000,0.7851270000,0.9151920000,0.2148780000,0.5273590000,1.0000000000
0.8898560000,0.3370140000,0.2676670000,0.1462930000,0.6110270000,0.6079790000,0.9328840000,0.1008470000,0.6479920000,0.6394000000,0.4938410000,0.2788810000,0.8386530000,0.0485407000,0.5764650000,0.1333340000,0.7270120000,0.0247790000,1.0000000000
0.2342020000,0.1087070000,0.2324470000,0.5242450000,0.8318350000,0.4858810000,0.6353560000,0.7440110000,0.3363760000,0.0943590000,0.3437020000,0.4496220000,0.5887700000,0.0094786700,0.2634420000,0.1919140000,0.4970530000,0.8917020000,1.0000000000
0.2244720000,0.9988150000,0.6609500000,0.7957940000,0.2016600000,0.6458610000,0.5586370000,0.4736200000,0.0170651000,0.0600020000,0.1676840000,0.5535790000,0.2658570000,0.1835130000,0.2775970000,0.6543090000,0.5296660000,0.2943420000,1.0000000000
0.6679510000,0.9604580000,0.3757740000,0.8873350000,0.4056820000,0.1659000000,0.6958770000,0.2678050000,0.3527910000,0.4820860000,0.6316420000,0.1812340000,0.3577640000,0.9337850000,0.9794600000,0.5477730000,0.6994150000,0.5378800000,1.0000000000
0.8412250000,0.3249340000,0.6552500000,0.0439744000,0.0627976000,0.3702350000,0.7160140000,0.1911660000,0.0936580000,0.3502100000,0.8581380000,0.3567040000,0.3174140000,0.6185330000,0.4631990000,0.0809868000,0.1319670000,0.3904040000,1.0000000000
0.4040260000,0.4401760000,0.8107920000,0.1157260000,0.8297820000,0.5726150000,0.6887440000,0.8962750000,0.3665440000,0.3267100000,0.4081800000,0.7950700000,0.3532710000,0.7810100000,0.4840990000,0.9025630000,0.7714490000,0.2222280000,1.0000000000
0.0296740000,0.7650690000,0.5038720000,0.6457910000,0.0472420000,0.6389450000,0.5408290000,0.0800229000,0.4755860000,0.5707060000,0.3380530000,0.7435300000,0.7523620000,0.1023300000,0.6540780000,0.0607622000,0.6856050000,0.7594110000,1.0000000000
0.2802350000,0.6160400000,0.9031730000,0.0951710000,0.3903510000,0.4888330000,0.0994624000,0.5346610000,0.7474390000,0.1967740000,0.9905530000,0.2669290000,0.7432490000,0.9910310000,0.0770647000,0.6918340000,0.9714640000,0.2345730000,1.0000000000
0.6493660000,0.1676270000,0.1293630000,0.4081770000,0.0661662000,0.6599120000,0.7421370000,0.4068150000,0.5517020000,0.7841110000,0.7882200000,0.3416520000,0.0411231000,0.5337200000,0.4598920000,0.9619590000,0.8690150000,0.6736600000,1.0000000000
0.2555370000,0.5220000000,0.3222530000,0.4676000000,0.2480880000,0.3008190000,0.6535960000,0.5918710000,0.9137460000,0.0254958000,0.0618481000,0.9370630000,0.6669930000,0.6149530000,0.7665380000,0.9127410000,0.1756760000,0.4620960000,1.0000000000
0.0672020000,0.7885680000,0.6117210000,0.2696990000,0.7417840000,0.4416980000,0.0593325000,0.8359510000,0.1198600000,0.7172430000,0.3410040000,0.3227440000,0.1342450000,0.7221110000,0.0693934000,0.3160770000,0.7442630000,0.4416870000,1.0000000000
0.6291650000,0.9360720000,0.9521690000,0.2972760000,0.5441340000,0.7949670000,0.8485830000,0.2975030000,0.5676490000,0.4089730000,0.0694863000,0.5439880000,0.3702880000,0.8367690000,0.6789090000,0.8522410000,0.8608600000,0.7920580000,1.0000000000
0.6102720000,0.2074400000,0.8199770000,0.5522360000,0.9802070000,0.6905080000,0.5059270000,0.3340970000,0.0288306000,0.9928420000,0.5125120000,0.9029260000,0.1343490000,0.2210840000,0.1585960000,0.7939510000,0.4781230000,0.4920840000,1.0000000000
0.7496360000,0.1781360000,0.4280310000,0.6314600000,0.0179626000,0.8596040000,0.0283972000,0.1261870000,0.9223810000,0.6495270000,0.2816400000,0.8707040000,0.6404600000,0.8274440000,0.2238570000,0.6504700000,0.7999450000,0.2295890000,1.0000000000
0.8187280000,0.8040590000,0.9322930000,0.1061620000,0.4553060000,0.8467320000,0.4009920000,0.1958470000,0.1515880000,0.9100660000,0.9722280000,0.2599640000,0.5871380000,0.8405640000,0.7800180000,0.6663700000,0.2178030000,0.8665160000,1.0000000000
