1.0000000000,22.0800000000,11.4600000000,2.0000000000,4.0000000000,4.0000000000,1.5850000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.0000000000,100.0000000000,1213.0000000000,0.0000000000
0.0000000000,22.6700000000,7.0000000000,2.0000000000,8.0000000000,4.0000000000,0.1650000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,160.0000000000,1.0000000000,0.0000000000
0.0000000000,29.5800000000,1.7500000000,1.0000000000,4.0000000000,4.0000000000,1.2500000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.0000000000,280.0000000000,1.0000000000,0.0000000000
0.0000000000,21.6700000000,11.5000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,1.0000000000,1.0000000000,11.0000000000,1.0000000000,2.0000000000,0.0000000000,1.0000000000,1.0000000000
1.0000000000,20.1700000000,8.1700000000,2.0000000000,6.0000000000,4.0000000000,1.9600000000,1.0000000000,1.0000000000,14.0000000000,0.0000000000,2.0000000000,60.0000000000,159.0000000000,1.0000000000
0.0000000000,15.8300000000,0.5850000000,2.0000000000,8.0000000000,8.0000000000,1.5000000000,1.0000000000,1.0000000000,2.0000000000,0.0000000000,2.0000000000,100.0000000000,1.0000000000,1.0000000000
1.0000000000,17.4200000000,6.5000000000,2.0000000000,3.0000000000,4.0000000000,0.1250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,60.0000000000,101.0000000000,0.0000000000
0.0000000000,58.6700000000,4.4600000000,2.0000000000,11.0000000000,8.0000000000,3.0400000000,1.0000000000,1.0000000000,6.0000000000,0.0000000000,2.0000000000,43.0000000000,561.0000000000,1.0000000000
1.0000000000,27.8300000000,1.0000000000,1.0000000000,2.0000000000,8.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,176.0000000000,538.0000000000,0.0000000000
0.0000000000,55.7500000000,7.0800000000,2.0000000000,4.0000000000,8.0000000000,6.7500000000,1.0000000000,1.0000000000,3.0000000000,1.0000000000,2.0000000000,100.0000000000,51.0000000000,0.0000000000
1.0000000000,33.5000000000,1.7500000000,2.0000000000,14.0000000000,8.0000000000,4.5000000000,1.0000000000,1.0000000000,4.0000000000,1.0000000000,2.0000000000,253.0000000000,858.0000000000,1.0000000000
1.0000000000,41.4200000000,5.0000000000,2.0000000000,11.0000000000,8.0000000000,5.0000000000,1.0000000000,1.0000000000,6.0000000000,1.0000000000,2.0000000000,470.0000000000,1.0000000000,1.0000000000
1.0000000000,20.6700000000,1.2500000000,1.0000000000,8.0000000000,8.0000000000,1.3750000000,1.0000000000,1.0000000000,3.0000000000,1.0000000000,2.0000000000,140.0000000000,211.0000000000,0.0000000000
1.0000000000,34.9200000000,5.0000000000,2.0000000000,14.0000000000,8.0000000000,7.5000000000,1.0000000000,1.0000000000,6.0000000000,1.0000000000,2.0000000000,0.0000000000,1001.0000000000,1.0000000000
1.0000000000,58.5800000000,2.7100000000,2.0000000000,8.0000000000,4.0000000000,2.4150000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.0000000000,320.0000000000,1.0000000000,0.0000000000
1.0000000000,48.0800000000,6.0400000000,2.0000000000,4.0000000000,4.0000000000,0.0400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,0.0000000000,2691.0000000000,1.0000000000
1.0000000000,29.5800000000,4.5000000000,2.0000000000,9.0000000000,4.0000000000,7.5000000000,1.0000000000,1.0000000000,2.0000000000,1.0000000000,2.0000000000,330.0000000000,1.0000000000,1.0000000000
0.0000000000,18.9200000000,9.0000000000,2.0000000000,6.0000000000,4.0000000000,0.7500000000,1.0000000000,1.0000000000,2.0000000000,0.0000000000,2.0000000000,88.0000000000,592.0000000000,1.0000000000
1.0000000000,20.0000000000,1.2500000000,1.0000000000,4.0000000000,4.0000000000,0.1250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,140.0000000000,5.0000000000,0.0000000000
0.0000000000,22.4200000000,5.6650000000,2.0000000000,11.0000000000,4.0000000000,2.5850000000,1.0000000000,1.0000000000,7.0000000000,0.0000000000,2.0000000000,129.0000000000,3258.0000000000,1.0000000000
0.0000000000,28.1700000000,0.5850000000,2.0000000000,6.0000000000,4.0000000000,0.0400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,260.0000000000,1005.0000000000,0.0000000000
0.0000000000,19.1700000000,0.5850000000,1.0000000000,6.0000000000,4.0000000000,0.5850000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,2.0000000000,160.0000000000,1.0000000000,0.0000000000
1.0000000000,41.1700000000,1.3350000000,2.0000000000,2.0000000000,4.0000000000,0.1650000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,168.0000000000,1.0000000000,0.0000000000
1.0000000000,41.5800000000,1.7500000000,2.0000000000,4.0000000000,4.0000000000,0.2100000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,160.0000000000,1.0000000000,0.0000000000
1.0000000000,19.5000000000,9.5850000000,2.0000000000,6.0000000000,4.0000000000,0.7900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,80.0000000000,351.0000000000,0.0000000000
1.0000000000,32.7500000000,1.5000000000,2.0000000000,13.0000000000,8.0000000000,5.5000000000,1.0000000000,1.0000000000,3.0000000000,1.0000000000,2.0000000000,0.0000000000,1.0000000000,1.0000000000
1.0000000000,22.5000000000,0.1250000000,1.0000000000,4.0000000000,4.0000000000,0.1250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.0000000000,200.0000000000,71.0000000000,0.0000000000
1.0000000000,33.1700000000,3.0400000000,1.0000000000,8.0000000000,8.0000000000,2.0400000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2.0000000000,180.0000000000,18028.0000000000,1.0000000000
0.0000000000,30.6700000000,12.0000000000,2.0000000000,8.0000000000,4.0000000000,2.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,2.0000000000,220.0000000000,20.0000000000,1.0000000000
1.0000000000,23.0800000000,2.5000000000,2.0000000000,8.0000000000,4.0000000000,1.0850000000,1.0000000000,1.0000000000,11.0000000000,1.0000000000,2.0000000000,60.0000000000,2185.0000000000,1.0000000000
