0.0099000000,0.0484000000,0.0299000000,0.0297000000,0.0652000000,0.1077000000,0.2363000000,0.2385000000,0.0075000000,0.1882000000,0.1456000000,0.1892000000,0.3176000000,0.1340000000,0.2169000000,0.2458000000,0.2589000000,0.2786000000,0.2298000000,0.0656000000,0.1441000000,0.1179000000,0.1668000000,0.1783000000,0.2476000000,0.2570000000,0.1036000000,0.5356000000,0.7124000000,0.6291000000,0.4756000000,0.6015000000,0.7208000000,0.6234000000,0.5725000000,0.7523000000,0.8712000000,0.9252000000,0.9709000000,0.9297000000,0.8995000000,0.7911000000,0.5600000000,0.2838000000,0.4407000000,0.5507000000,0.4331000000,0.2905000000,0.1981000000,0.0779000000,0.0396000000,0.0173000000,0.0149000000,0.0115000000,0.0202000000,0.0139000000,0.0029000000,0.0160000000,0.0106000000,0.0134000000,1.0000000000
0.0094000000,0.0611000000,0.1136000000,0.1203000000,0.0403000000,0.1227000000,0.2495000000,0.4566000000,0.6587000000,0.5079000000,0.3350000000,0.0834000000,0.3004000000,0.3957000000,0.3769000000,0.3828000000,0.1247000000,0.1363000000,0.2678000000,0.9188000000,0.9779000000,0.3236000000,0.1944000000,0.1874000000,0.0885000000,0.3443000000,0.2953000000,0.5908000000,0.4564000000,0.7334000000,0.1969000000,0.2790000000,0.6212000000,0.8681000000,0.8621000000,0.9380000000,0.8327000000,0.9480000000,0.6721000000,0.4436000000,0.5163000000,0.3809000000,0.1557000000,0.1449000000,0.2662000000,0.1806000000,0.1699000000,0.2559000000,0.1129000000,0.0201000000,0.0480000000,0.0234000000,0.0175000000,0.0352000000,0.0158000000,0.0326000000,0.0201000000,0.0168000000,0.0245000000,0.0154000000,0.0000000000
0.0156000000,0.0210000000,0.0282000000,0.0596000000,0.0462000000,0.0779000000,0.1365000000,0.0780000000,0.1038000000,0.1567000000,0.2476000000,0.2783000000,0.2896000000,0.2956000000,0.3189000000,0.1892000000,0.1730000000,0.2226000000,0.2427000000,0.3149000000,0.4102000000,0.3808000000,0.4896000000,0.6292000000,0.7519000000,0.7985000000,0.8830000000,0.9915000000,0.9223000000,0.6981000000,0.6167000000,0.5069000000,0.3921000000,0.3524000000,0.2183000000,0.1245000000,0.1592000000,0.1626000000,0.2356000000,0.2483000000,0.2437000000,0.2715000000,0.1184000000,0.1157000000,0.1449000000,0.1883000000,0.1954000000,0.1492000000,0.0511000000,0.0155000000,0.0189000000,0.0150000000,0.0060000000,0.0082000000,0.0091000000,0.0038000000,0.0056000000,0.0056000000,0.0048000000,0.0024000000,0.0000000000
0.0323000000,0.0101000000,0.0298000000,0.0564000000,0.0760000000,0.0958000000,0.0990000000,0.1018000000,0.1030000000,0.2154000000,0.3085000000,0.3425000000,0.2990000000,0.1402000000,0.1235000000,0.1534000000,0.1901000000,0.2429000000,0.2120000000,0.2395000000,0.3272000000,0.5949000000,0.8302000000,0.9045000000,0.9888000000,0.9912000000,0.9448000000,1.0000000000,0.9092000000,0.7412000000,0.7691000000,0.7117000000,0.5304000000,0.2131000000,0.0928000000,0.1297000000,0.1159000000,0.1226000000,0.1768000000,0.0345000000,0.1562000000,0.0824000000,0.1149000000,0.1694000000,0.0954000000,0.0080000000,0.0790000000,0.1255000000,0.0647000000,0.0179000000,0.0051000000,0.0061000000,0.0093000000,0.0135000000,0.0063000000,0.0063000000,0.0034000000,0.0032000000,0.0062000000,0.0067000000,0.0000000000
0.0491000000,0.0279000000,0.0592000000,0.1270000000,0.1772000000,0.1908000000,0.2217000000,0.0768000000,0.1246000000,0.2028000000,0.0947000000,0.2497000000,0.2209000000,0.3195000000,0.3340000000,0.3323000000,0.2780000000,0.2975000000,0.2948000000,0.1729000000,0.3264000000,0.3834000000,0.3523000000,0.5410000000,0.5228000000,0.4475000000,0.5340000000,0.5323000000,0.3907000000,0.3456000000,0.4091000000,0.4639000000,0.5580000000,0.5727000000,0.6355000000,0.7563000000,0.6903000000,0.6176000000,0.5379000000,0.5622000000,0.6508000000,0.4797000000,0.3736000000,0.2804000000,0.1982000000,0.2438000000,0.1789000000,0.1706000000,0.0762000000,0.0238000000,0.0268000000,0.0081000000,0.0129000000,0.0161000000,0.0063000000,0.0119000000,0.0194000000,0.0140000000,0.0332000000,0.0439000000,0.0000000000
0.0715000000,0.0849000000,0.0587000000,0.0218000000,0.0862000000,0.1801000000,0.1916000000,0.1896000000,0.2960000000,0.4186000000,0.4867000000,0.5249000000,0.5959000000,0.6855000000,0.8573000000,0.9718000000,0.8693000000,0.8711000000,0.8954000000,0.9922000000,0.8980000000,0.8158000000,0.8373000000,0.7541000000,0.5893000000,0.5488000000,0.5643000000,0.5406000000,0.4783000000,0.4439000000,0.3698000000,0.2574000000,0.1478000000,0.1743000000,0.1229000000,0.1588000000,0.1803000000,0.1436000000,0.1667000000,0.2630000000,0.2234000000,0.1239000000,0.0869000000,0.2092000000,0.1499000000,0.0676000000,0.0899000000,0.0927000000,0.0658000000,0.0086000000,0.0216000000,0.0153000000,0.0121000000,0.0096000000,0.0196000000,0.0042000000,0.0066000000,0.0099000000,0.0083000000,0.0124000000,0.0000000000
0.0151000000,0.0320000000,0.0599000000,0.1050000000,0.1163000000,0.1734000000,0.1679000000,0.1119000000,0.0889000000,0.1205000000,0.0847000000,0.1518000000,0.2305000000,0.2793000000,0.3404000000,0.4527000000,0.6950000000,0.8807000000,0.9154000000,0.7542000000,0.6736000000,0.7146000000,0.8335000000,0.7701000000,0.6993000000,0.6543000000,0.5040000000,0.4926000000,0.4992000000,0.4161000000,0.1631000000,0.0404000000,0.0637000000,0.2962000000,0.3609000000,0.1866000000,0.0476000000,0.1497000000,0.2405000000,0.1980000000,0.3175000000,0.2379000000,0.1716000000,0.1559000000,0.1556000000,0.0422000000,0.0493000000,0.0476000000,0.0219000000,0.0059000000,0.0086000000,0.0061000000,0.0015000000,0.0084000000,0.0128000000,0.0054000000,0.0011000000,0.0019000000,0.0023000000,0.0062000000,1.0000000000
0.0373000000,0.0281000000,0.0232000000,0.0225000000,0.0179000000,0.0733000000,0.0841000000,0.1031000000,0.0993000000,0.0802000000,0.1564000000,0.2565000000,0.2624000000,0.1179000000,0.0597000000,0.1563000000,0.2241000000,0.3586000000,0.1792000000,0.3256000000,0.6079000000,0.6988000000,0.8391000000,0.8553000000,0.7710000000,0.6215000000,0.5736000000,0.4402000000,0.4056000000,0.4411000000,0.5130000000,0.5965000000,0.7272000000,0.6539000000,0.5902000000,0.5393000000,0.4897000000,0.4081000000,0.4145000000,0.6003000000,0.7196000000,0.6633000000,0.6287000000,0.4087000000,0.3212000000,0.2518000000,0.1482000000,0.0988000000,0.0317000000,0.0269000000,0.0066000000,0.0008000000,0.0045000000,0.0024000000,0.0006000000,0.0073000000,0.0096000000,0.0054000000,0.0085000000,0.0060000000,1.0000000000
0.0305000000,0.0363000000,0.0214000000,0.0227000000,0.0456000000,0.0665000000,0.0939000000,0.0972000000,0.2535000000,0.3127000000,0.2192000000,0.2621000000,0.2419000000,0.2179000000,0.1159000000,0.1237000000,0.0886000000,0.1755000000,0.1758000000,0.1540000000,0.0512000000,0.1805000000,0.4039000000,0.5697000000,0.6577000000,0.7474000000,0.8543000000,0.9085000000,0.8668000000,0.8892000000,0.9065000000,0.8522000000,0.7204000000,0.6200000000,0.6253000000,0.6848000000,0.7337000000,0.6281000000,0.5725000000,0.6119000000,0.5597000000,0.4965000000,0.5027000000,0.5772000000,0.5907000000,0.4803000000,0.3877000000,0.2779000000,0.1427000000,0.0424000000,0.0271000000,0.0200000000,0.0070000000,0.0070000000,0.0086000000,0.0089000000,0.0074000000,0.0042000000,0.0055000000,0.0021000000,0.0000000000
0.0131000000,0.0201000000,0.0045000000,0.0217000000,0.0230000000,0.0481000000,0.0742000000,0.0333000000,0.1369000000,0.2079000000,0.2295000000,0.1990000000,0.1184000000,0.1891000000,0.2949000000,0.5343000000,0.6850000000,0.7923000000,0.8220000000,0.7290000000,0.7352000000,0.7918000000,0.8057000000,0.4898000000,0.1934000000,0.2924000000,0.6255000000,0.8546000000,0.8966000000,0.7821000000,0.5168000000,0.4840000000,0.4038000000,0.3411000000,0.2849000000,0.2353000000,0.2699000000,0.4442000000,0.4323000000,0.3314000000,0.1195000000,0.1669000000,0.3702000000,0.3072000000,0.0945000000,0.1545000000,0.1394000000,0.0772000000,0.0615000000,0.0230000000,0.0111000000,0.0168000000,0.0086000000,0.0045000000,0.0062000000,0.0065000000,0.0030000000,0.0066000000,0.0029000000,0.0053000000,0.0000000000
