0.0000000000,0.0294120000,1.0000000000,0.0549450000,1.0000000000,1.0000000000,0.6666700000,1.0000000000,0.0000000000,0.8571400000,1.0000000000,0.3333300000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,-1.0000000000
0.3333300000,0.6470600000,0.5000000000,0.3186800000,0.0000000000,0.5000000000,0.3333300000,0.3333300000,0.0000000000,0.0535710000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
1.0000000000,0.1176500000,1.0000000000,0.1044000000,0.0000000000,0.7500000000,0.6666700000,0.6666700000,0.0000000000,0.5357100000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,-1.0000000000
0.0000000000,0.5588200000,0.5000000000,0.4230800000,0.0000000000,0.7500000000,0.6666700000,1.0000000000,0.3333300000,0.4642900000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,-1.0000000000
0.0000000000,0.2941200000,0.7500000000,0.2582400000,0.0000000000,0.5000000000,0.6666700000,1.0000000000,1.0000000000,0.6071400000,1.0000000000,0.3333300000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
1.0000000000,0.4705900000,0.5000000000,0.4890100000,1.0000000000,0.5000000000,0.6666700000,1.0000000000,1.0000000000,0.2857100000,1.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,-1.0000000000
1.0000000000,0.2941200000,0.5000000000,0.1428600000,0.5000000000,1.0000000000,0.6666700000,1.0000000000,0.3333300000,0.6071400000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,-1.0000000000
0.3333300000,0.4705900000,0.5000000000,0.3681300000,0.0000000000,0.5000000000,0.6666700000,0.3333300000,0.6666700000,0.2857100000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-1.0000000000
1.0000000000,0.1176500000,0.5000000000,0.1593400000,0.7500000000,0.7500000000,0.0000000000,1.0000000000,0.0000000000,0.7500000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,-1.0000000000
0.3333300000,0.3823500000,1.0000000000,0.2747300000,0.0000000000,0.0000000000,1.0000000000,0.3333300000,0.6666700000,0.1607100000,1.0000000000,0.3333300000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
